Saison;Num_match;Competition;dom_ext;Gagne_perdu;Adversaire;Capitaine;Starter/bench;Joueur;Minutes;Secondes;Secondes(minutes);Tps_jeu_decimal;Tirs_marques;Tirs_tentes;%Tirs;2pts_marques;2pts_tentes;%2pts;3pts_marques;3pts_tentes;%3pts;LF_marques;LF_tentes;%LF;Pts_apres_balles_perdues;Points_int;Point_2eme_chance;Points_CA;Points_banc;Ecart_max;Serie_max;Pts;RO;RD;RT;PD;BP;INT;CT;CTS;F;FPR;+/-;EVAL;N°;JOUEUR
25-26;9;Championat de France;Domicile;;Charnay;;Banc;M. Debaut;10;23;0,38;10,38;0;4;0;0;1;0;0;3;0;;;;;;;;;;;1;0;2;2;0;0;0;0;0;3;1;3;-2;30;M. Debaut
25-26;9;Championat de France;Domicile;;Charnay;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;0;1;0;0;0;0;0;0;0;0;Team / Coach
25-26;9;Championat de France;Domicile;;Charnay;;Banc;TOTAUX EQUIPE;;;;;34;69;0,49;25;41;0,61;;;;;;;29;42;16;11;7;8;7;84;12;11;23;18;18;14;2;1;20;16;0;85;0;TOTAUX EQUIPE
25-26;10;Championat de France;Exterieur;;Lattes Montpellier;;Starter;A. Ngo Ndjock;35;9;0,15;35,15;;;;0;1;0;;;;0;0;;;;;;;;;3;0;3;3;4;1;1;0;0;2;0;-7;6;0;A. Ngo Ndjock
25-26;10;Championat de France;Exterieur;;Lattes Montpellier;;Starter;L. Mendez Camps;36;11;0,18;36,18;;;;;;;;;;;;;;;;;;;;9;0;2;2;9;1;1;1;0;3;1;-4;16;7;L. Mendez Camps
25-26;10;Championat de France;Exterieur;;Lattes Montpellier;;Starter;O. Diarisso;35;3;0,05;35,05;;;;;;;;;;;;;;;;;;;;23;2;6;8;2;2;1;0;0;5;4;-1;23;23;O. Diarisso
25-26;10;Championat de France;Exterieur;;Lattes Montpellier;;Starter;E. Mahoutou;20;51;0,85;20,85;;;;;;;0;0;;0;0;;;;;;;;;6;4;2;6;3;1;1;0;0;2;1;-12;13;26;E. Mahoutou
25-26;10;Championat de France;Exterieur;;Lattes Montpellier;;Starter;R. Le Seyec;7;5;0,08;7,08;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;1;0;-3;0;27;R. Le Seyec
25-26;10;Championat de France;Exterieur;;Lattes Montpellier;;Banc;M. Dursus;28;0;0;28;;;;;;;;;;;;;;;;;;;;14;2;3;5;2;2;1;0;1;3;7;6;6;8;M. Dursus
25-26;10;Championat de France;Exterieur;;Lattes Montpellier;;Banc;L. Petiteau;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;L. Petiteau
25-26;10;Championat de France;Exterieur;;Lattes Montpellier;Capitaine;Banc;B. Zempare(C);9;1;0,02;9,02;;;;;;;0;0;;0;0;;;;;;;;;6;0;0;0;0;1;0;0;0;0;1;5;5;21;B. Zempare(C)
25-26;10;Championat de France;Exterieur;;Lattes Montpellier;;Banc;M. Williams;28;9;0,15;28,15;;;;;;;;;;;;;;;;;;;;15;4;4;8;2;3;0;0;1;3;1;1;13;25;M. Williams
25-26;10;Championat de France;Exterieur;;Lattes Montpellier;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;3;0;0;0;0;0;0;0;0;0;0;Team / Coach
25-26;10;Championat de France;Exterieur;;Lattes Montpellier;;Banc;TOTAUX EQUIPE;;;;;28;65;0,43;20;41;0,49;;;;;;;19;30;12;8;35;9;7;76;13;22;35;22;11;5;1;2;19;15;0;85;0;TOTAUX EQUIPE
25-26;11;Championat de France;Exterieur;;Bourges;Capitaine;Starter;A. Ngo Ndjock(C);32;33;0,55;32,55;;;;0;4;0;;;;;;;;;;;;;;7;1;3;4;2;6;1;0;0;5;3;-6;-2;0;A. Ngo Ndjock(C)
25-26;11;Championat de France;Exterieur;;Bourges;;Starter;L. Mendez Camps;31;7;0,12;31,12;;;;;;;;;;;;;;;;;;;;11;0;6;6;6;1;1;0;1;0;5;-8;14;7;L. Mendez Camps
25-26;11;Championat de France;Exterieur;;Bourges;;Starter;O. Diarisso;33;33;0,55;33,55;;;;;;;;;;0;0;;;;;;;;;5;0;5;5;1;0;2;1;0;3;2;-12;7;23;O. Diarisso
25-26;11;Championat de France;Exterieur;;Bourges;;Starter;M. Williams;32;15;0,25;32,25;;;;;;;;;;;;;;;;;;;;22;3;1;4;0;0;3;0;0;3;3;-12;24;25;M. Williams
25-26;11;Championat de France;Exterieur;;Bourges;;Starter;E. Mahoutou;39;21;0,35;39,35;;;;;;;0;0;;0;0;;;;;;;;;8;3;2;5;4;3;2;0;0;2;1;-15;14;26;E. Mahoutou
25-26;11;Championat de France;Exterieur;;Bourges;;Banc;M. Dursus;21;17;0,28;21,28;;;;;;;;;;;;;;;;;;;;9;1;0;1;0;1;0;0;0;3;2;-17;3;8;M. Dursus
25-26;11;Championat de France;Exterieur;;Bourges;;Banc;L. Petiteau;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;L. Petiteau
25-26;11;Championat de France;Exterieur;;Bourges;;Banc;B. Zempare;2;4;0,07;2,07;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;2;0;21;B. Zempare
25-26;11;Championat de France;Exterieur;;Bourges;;Banc;R. Le Seyec;7;0;0;7;;;;;;;0;0;;0;0;;;;;;;;;2;0;0;0;0;0;0;1;0;1;0;-7;1;27;R. Le Seyec
25-26;11;Championat de France;Exterieur;;Bourges;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
25-26;11;Championat de France;Exterieur;;Bourges;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;2;0;3;0;0;0;0;0;0;0;0;Team / Coach
25-26;11;Championat de France;Exterieur;;Bourges;;Banc;TOTAUX EQUIPE;;;;;25;65;0,38;18;41;0,44;;;;;;;20;26;11;13;11;;8;64;9;18;27;13;14;9;2;1;17;16;0;60;0;TOTAUX EQUIPE
25-26;12;Championat de France;Domicile;;Roche Vendée;Capitaine;Starter;A. Ngo Ndjock(C);38;38;0,63;38,63;;;;;;;;;;;;;;;;;;;;28;3;0;3;2;4;4;0;0;3;3;-3;18;0;A. Ngo Ndjock(C)
25-26;12;Championat de France;Domicile;;Roche Vendée;;Starter;L. Mendez Camps;29;22;0,37;29,37;;;;;;;0;3;0;;;;;;;;;;;5;1;4;5;4;4;1;0;1;2;2;1;1;7;L. Mendez Camps
25-26;12;Championat de France;Domicile;;Roche Vendée;;Starter;O. Diarisso;35;30;0,5;35,5;;;;;;;0;0;;;;;;;;;;;;10;2;5;7;2;0;3;1;0;2;2;-9;19;23;O. Diarisso
25-26;12;Championat de France;Domicile;;Roche Vendée;;Starter;M. Williams;33;33;0,55;33,55;;;;;;;0;2;0;;;;;;;;;;;4;1;3;4;3;1;4;0;0;4;2;-2;9;25;M. Williams
25-26;12;Championat de France;Domicile;;Roche Vendée;;Starter;E. Mahoutou;31;21;0,35;31,35;;;;;;;0;0;;0;0;;;;;;;;;8;2;1;3;1;0;3;0;0;0;1;-10;11;26;E. Mahoutou
25-26;12;Championat de France;Domicile;;Roche Vendée;;Banc;C. Cherry;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;6;C. Cherry
25-26;12;Championat de France;Domicile;;Roche Vendée;;Banc;M. Dursus;10;30;0,5;10,5;;;;;;;;;;;;;;;;;;;;10;0;0;0;0;0;0;1;0;4;1;3;8;8;M. Dursus
25-26;12;Championat de France;Domicile;;Roche Vendée;;Banc;L. Petiteau;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;L. Petiteau
25-26;12;Championat de France;Domicile;;Roche Vendée;;Banc;C. Burdick;2;0;0;2;;;;;;;0;0;;0;0;;;;;;;;;2;0;0;0;0;0;0;0;0;0;0;2;2;11;C. Burdick
25-26;12;Championat de France;Domicile;;Roche Vendée;;Banc;R. Le Seyec;8;7;0,12;8,12;;;;;;;0;0;;0;0;;;;;;;;;2;2;0;2;0;0;1;0;0;2;0;-7;3;27;R. Le Seyec
25-26;12;Championat de France;Domicile;;Roche Vendée;;Banc;V. Majekodunmi;9;9;0,15;9,15;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;3;0;0;0;0;3;0;-10;3;30;V. Majekodunmi
25-26;12;Championat de France;Domicile;;Roche Vendée;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
25-26;12;Championat de France;Domicile;;Roche Vendée;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;0;2;2;0;0;0;0;0;0;0;0;0;0;Team / Coach
25-26;12;Championat de France;Domicile;;Roche Vendée;;Banc;TOTAUX EQUIPE;;;;;25;67;0,37;18;45;0,4;;;;;;;19;34;12;21;14;6;8;69;11;15;26;15;9;16;2;1;20;11;0;76;0;TOTAUX EQUIPE
25-26;13;Championat de France;Exterieur;;Lyon Asvel Féminin;Capitaine;Starter;A. Ngo Ndjock(C);37;12;0,2;37,2;;;;;;;;;;;;;;;;;;;;21;1;5;6;4;7;3;1;0;2;4;4;14;0;A. Ngo Ndjock(C)
25-26;13;Championat de France;Exterieur;;Lyon Asvel Féminin;;Starter;L. Mendez Camps;27;2;0,03;27,03;;;;;;;0;1;0;;;;;;;;;;;5;1;1;2;10;4;2;0;0;3;2;-8;12;7;L. Mendez Camps
25-26;13;Championat de France;Exterieur;;Lyon Asvel Féminin;;Starter;O. Diarisso;20;53;0,88;20,88;;;;;;;0;0;;0;1;0;;;;;;;;6;0;4;4;1;3;0;1;0;5;1;-8;8;23;O. Diarisso
25-26;13;Championat de France;Exterieur;;Lyon Asvel Féminin;;Starter;M. Williams;28;36;0,6;28,6;;;;;;;;;;0;0;;;;;;;;;13;2;1;3;1;3;2;0;0;4;1;-4;13;25;M. Williams
25-26;13;Championat de France;Exterieur;;Lyon Asvel Féminin;;Starter;E. Mahoutou;38;35;0,58;38,58;;;;;;;0;0;;0;0;;;;;;;;;14;0;4;4;0;1;1;1;1;5;0;1;15;26;E. Mahoutou
25-26;13;Championat de France;Exterieur;;Lyon Asvel Féminin;;Banc;C. Cherry;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;6;C. Cherry
25-26;13;Championat de France;Exterieur;;Lyon Asvel Féminin;;Banc;M. Dursus;22;2;0,03;22,03;;;;;;;0;3;0;0;0;;;;;;;;;2;0;0;0;1;1;2;0;0;3;2;-6;1;8;M. Dursus
25-26;13;Championat de France;Exterieur;;Lyon Asvel Féminin;;Banc;R. Le Seyec;24;51;0,85;24,85;;;;;;;0;2;0;;;;;;;;;;;6;1;2;3;0;1;0;0;0;2;3;-2;4;27;R. Le Seyec
25-26;13;Championat de France;Exterieur;;Lyon Asvel Féminin;;Banc;V. Majekodunmi;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;2;0;-2;0;30;V. Majekodunmi
25-26;13;Championat de France;Exterieur;;Lyon Asvel Féminin;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;2;4;0;0;0;0;0;0;0;0;0;0;Team / Coach
25-26;13;Championat de France;Exterieur;;Lyon Asvel Féminin;;Banc;TOTAUX EQUIPE;;;;;28;57;0,49;23;32;0,72;;;;;;;14;42;6;12;8;7;9;67;7;19;26;17;20;10;3;1;26;13;0;71;0;TOTAUX EQUIPE
25-26;14;Championat de France;Domicile;;Chartres;Capitaine;Starter;A. Ngo Ndjock(C);38;4;0,07;38,07;;;;;;;0;12;0;;;;;;;;;;;11;1;4;5;5;7;1;1;0;2;2;-10;3;0;A. Ngo Ndjock(C)
25-26;14;Championat de France;Domicile;;Chartres;;Starter;L. Mendez Camps;32;7;0,12;32,12;;;;;;;;;;;;;;;;;;;;18;1;3;4;3;2;1;0;4;0;3;-3;9;7;L. Mendez Camps
25-26;14;Championat de France;Domicile;;Chartres;;Starter;O. Diarisso;22;47;0,78;22,78;;;;;;;0;0;;0;1;0;;;;;;;;2;1;7;8;0;1;0;2;0;2;2;-4;6;23;O. Diarisso
25-26;14;Championat de France;Domicile;;Chartres;;Starter;M. Williams;18;9;0,15;18,15;;;;;;;;;;0;0;;;;;;;;;7;2;0;2;2;4;1;1;0;3;1;-2;7;25;M. Williams
25-26;14;Championat de France;Domicile;;Chartres;;Starter;E. Mahoutou;31;32;0,53;31,53;;;;;;;0;0;;0;0;;;;;;;;;4;1;1;2;3;2;1;1;1;4;2;-14;6;26;E. Mahoutou
25-26;14;Championat de France;Domicile;;Chartres;;Banc;C. Cherry;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;6;C. Cherry
25-26;14;Championat de France;Domicile;;Chartres;;Banc;M. Dursus;18;10;0,17;18,17;;;;;;;;;;;;;;;;;;;;19;2;3;5;0;4;0;0;0;4;6;7;14;8;M. Dursus
25-26;14;Championat de France;Domicile;;Chartres;;Banc;L. Petiteau;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;L. Petiteau
25-26;14;Championat de France;Domicile;;Chartres;;Banc;C. Burdick;29;22;0,37;29,37;0;4;0;0;4;0;0;0;;0;0;;;;;;;;;0;5;11;16;2;0;0;1;1;5;2;-9;15;11;C. Burdick
25-26;14;Championat de France;Domicile;;Chartres;;Banc;R. Le Seyec;8;0;0;8;0;2;0;0;1;0;0;1;0;0;0;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;-6;-1;27;R. Le Seyec
25-26;14;Championat de France;Domicile;;Chartres;;Banc;V. Majekodunmi;1;8;0,13;1,13;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;-4;-1;30;V. Majekodunmi
25-26;14;Championat de France;Domicile;;Chartres;;Banc;J. Bayssiere;0;1;0,02;0,02;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;91;J. Bayssiere
25-26;14;Championat de France;Domicile;;Chartres;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;4;2;6;0;0;0;0;0;0;0;0;0;0;Team / Coach
25-26;14;Championat de France;Domicile;;Chartres;;Banc;TOTAUX EQUIPE;;;;;23;70;0,33;18;44;0,41;;;;;;;8;28;10;3;19;9;6;61;17;31;48;16;21;4;6;6;21;18;0;64;0;TOTAUX EQUIPE
25-26;15;Championat de France;Exterieur;;Basket Landes;Capitaine;Starter;A. Ngo Ndjock(C);29;22;0,37;29,37;;;;;;;;;;0;0;;;;;;;;;5;0;0;0;1;4;0;0;0;2;0;-2;-7;0;A. Ngo Ndjock(C)
25-26;15;Championat de France;Exterieur;;Basket Landes;;Starter;L. Mendez Camps;31;47;0,78;31,78;;;;;;;;;;;;;;;;;;;;14;0;1;1;4;3;1;0;1;4;2;-4;12;7;L. Mendez Camps
25-26;15;Championat de France;Exterieur;;Basket Landes;;Starter;C. Burdick;25;30;0,5;25,5;;;;;;;0;0;;0;0;;;;;;;;;2;1;5;6;1;1;3;0;1;3;3;-14;9;11;C. Burdick
25-26;15;Championat de France;Exterieur;;Basket Landes;;Starter;O. Diarisso;22;28;0,47;22,47;;;;;;;0;1;0;;;;;;;;;;;4;0;6;6;0;1;0;0;1;3;2;0;1;23;O. Diarisso
25-26;15;Championat de France;Exterieur;;Basket Landes;;Starter;E. Mahoutou;28;51;0,85;28,85;;;;;;;0;0;;0;0;;;;;;;;;4;1;6;7;2;0;1;0;0;2;0;-7;12;26;E. Mahoutou
25-26;15;Championat de France;Exterieur;;Basket Landes;;Banc;M. Dursus;17;6;0,1;17,1;;;;;;;;;;0;0;;;;;;;;;5;1;1;2;0;1;2;0;1;2;0;-7;3;8;M. Dursus
25-26;15;Championat de France;Exterieur;;Basket Landes;;Banc;M. Williams;28;31;0,52;28,52;;;;;;;;;;;;;;;;;;;;17;1;2;3;1;0;1;0;0;4;4;-9;19;25;M. Williams
25-26;15;Championat de France;Exterieur;;Basket Landes;;Banc;R. Le Seyec;12;33;0,55;12,55;;;;;;;0;1;0;0;0;;;;;;;;;4;0;0;0;0;1;0;1;1;1;1;-12;1;27;R. Le Seyec
25-26;15;Championat de France;Exterieur;;Basket Landes;;Banc;V. Majekodunmi;3;3;0,05;3,05;0;1;0;0;1;0;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;1;0;0;0;-1;30;V. Majekodunmi
25-26;15;Championat de France;Exterieur;;Basket Landes;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;0;2;0;0;0;0;0;0;0;0;Team / Coach
25-26;15;Championat de France;Exterieur;;Basket Landes;;Banc;TOTAUX EQUIPE;;;;;22;59;0,37;15;40;0,38;;;;;;;12;28;6;6;26;3;6;55;5;21;26;9;13;8;1;6;21;12;0;48;0;TOTAUX EQUIPE
25-26;16;Championat de France;Domicile;;Charleville-Mézières;Capitaine;Starter;A. Ngo Ndjock(C);34;11;0,18;34,18;;;;;;;0;6;0;0;3;0;;;;;;;;8;3;4;7;3;5;1;0;1;4;2;-28;0;0;A. Ngo Ndjock(C)
25-26;16;Championat de France;Domicile;;Charleville-Mézières;;Starter;L. Mendez Camps;26;12;0,2;26,2;;;;;;;;;;0;2;0;;;;;;;;7;1;1;2;6;1;1;0;0;0;4;-21;9;7;L. Mendez Camps
25-26;16;Championat de France;Domicile;;Charleville-Mézières;;Starter;C. Burdick;31;30;0,5;31,5;;;;;;;0;0;;0;0;;;;;;;;;8;1;9;10;1;2;0;0;1;2;1;-14;9;11;C. Burdick
25-26;16;Championat de France;Domicile;;Charleville-Mézières;;Starter;O. Diarisso;17;29;0,48;17,48;;;;;;;0;0;;0;0;;;;;;;;;2;2;3;5;1;2;0;0;0;1;1;-9;4;23;O. Diarisso
25-26;16;Championat de France;Domicile;;Charleville-Mézières;;Starter;E. Mahoutou;25;57;0,95;25,95;;;;;;;0;0;;0;0;;;;;;;;;6;1;4;5;0;2;2;1;0;3;1;-25;11;26;E. Mahoutou
25-26;16;Championat de France;Domicile;;Charleville-Mézières;;Banc;M. Dursus;19;45;0,75;19,75;;;;;;;;;;0;0;;;;;;;;;7;0;1;1;2;4;2;0;0;1;1;-11;4;8;M. Dursus
25-26;16;Championat de France;Domicile;;Charleville-Mézières;;Banc;L. Petiteau;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;L. Petiteau
25-26;16;Championat de France;Domicile;;Charleville-Mézières;;Banc;M. Williams;11;59;0,98;11,98;;;;;;;0;2;0;;;;;;;;;;;3;0;0;0;0;1;0;0;1;4;1;-2;-4;25;M. Williams
25-26;16;Championat de France;Domicile;;Charleville-Mézières;;Banc;R. Le Seyec;20;51;0,85;20,85;;;;;;;0;0;;;;;;;;;;;;5;1;0;1;0;0;0;0;0;2;3;-21;3;27;R. Le Seyec
25-26;16;Championat de France;Domicile;;Charleville-Mézières;;Banc;V. Majekodunmi;9;2;0,03;9,03;0;4;0;0;3;0;0;1;0;0;0;;;;;;;;;0;1;1;2;1;1;0;0;0;0;1;-10;-2;30;V. Majekodunmi
25-26;16;Championat de France;Domicile;;Charleville-Mézières;;Banc;J. Bayssiere;2;4;0,07;2,07;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;91;J. Bayssiere
25-26;16;Championat de France;Domicile;;Charleville-Mézières;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;4;2;6;0;1;0;0;0;0;0;0;0;0;Team / Coach
25-26;16;Championat de France;Domicile;;Charleville-Mézières;;Banc;TOTAUX EQUIPE;;;;;21;63;0,33;19;48;0,4;;;;;;;10;30;9;4;15;;8;46;14;25;39;14;19;6;1;3;17;15;0;39;0;TOTAUX EQUIPE
25-26;17;Championat de France;Exterieur;;Villeneuve d'Ascq;Capitaine;Starter;A. Ngo Ndjock(C);35;23;0,38;35,38;;;;;;;;;;;;;;;;;;;;18;2;3;5;6;1;0;0;0;4;4;2;15;0;A. Ngo Ndjock(C)
25-26;17;Championat de France;Exterieur;;Villeneuve d'Ascq;;Starter;L. Mendez Camps;26;27;0,45;26,45;;;;;;;0;5;0;;;;;;;;;;;3;0;1;1;5;2;3;0;0;1;2;-6;1;7;L. Mendez Camps
25-26;17;Championat de France;Exterieur;;Villeneuve d'Ascq;;Starter;C. Burdick;38;37;0,62;38,62;;;;;;;0;0;;;;;;;;;;;;10;0;13;13;7;3;1;0;0;1;7;1;21;11;C. Burdick
25-26;17;Championat de France;Exterieur;;Villeneuve d'Ascq;;Starter;O. Diarisso;15;25;0,42;15,42;;;;;;;;;;0;2;0;;;;;;;;7;0;2;2;0;1;1;0;0;4;2;14;4;23;O. Diarisso
25-26;17;Championat de France;Exterieur;;Villeneuve d'Ascq;;Starter;E. Mahoutou;36;37;0,62;36,62;;;;;;;0;0;;;;;;;;;;;;9;0;2;2;1;1;1;0;0;1;1;-2;9;26;E. Mahoutou
25-26;17;Championat de France;Exterieur;;Villeneuve d'Ascq;;Banc;M. Williams;27;42;0,7;27,7;;;;;;;;;;;;;;;;;;;;12;2;3;5;1;1;2;1;0;3;2;13;11;25;M. Williams
25-26;17;Championat de France;Exterieur;;Villeneuve d'Ascq;;Banc;R. Le Seyec;17;12;0,2;17,2;;;;0;1;0;;;;;;;;;;;;;;5;0;0;0;0;1;2;0;0;2;2;-1;5;27;R. Le Seyec
25-26;17;Championat de France;Exterieur;;Villeneuve d'Ascq;;Banc;V. Majekodunmi;2;7;0,12;2,12;0;1;0;0;1;0;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;1;0;-6;-1;30;V. Majekodunmi
25-26;17;Championat de France;Exterieur;;Villeneuve d'Ascq;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
25-26;17;Championat de France;Exterieur;;Villeneuve d'Ascq;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;4;1;5;0;1;0;0;0;0;0;0;0;0;Team / Coach
25-26;17;Championat de France;Exterieur;;Villeneuve d'Ascq;;Banc;TOTAUX EQUIPE;;;;;23;63;0,37;17;45;0,38;;;;;;;12;30;12;9;17;4;9;64;8;25;33;20;11;10;1;0;17;20;0;69;0;TOTAUX EQUIPE
25-26;18;Championat de France;Exterieur;;Toulouse;Capitaine;Starter;A. Ngo Ndjock(C);31;12;0,2;31,2;;;;;;;;;;;;;;;;;;;;13;1;4;5;4;2;3;0;0;1;2;1;11;0;A. Ngo Ndjock(C)
25-26;18;Championat de France;Exterieur;;Toulouse;;Starter;L. Mendez Camps;32;43;0,72;32,72;;;;;;;0;1;0;0;0;;;;;;;;;12;0;4;4;4;4;1;0;0;2;4;1;10;7;L. Mendez Camps
25-26;18;Championat de France;Exterieur;;Toulouse;;Starter;C. Burdick;31;57;0,95;31,95;;;;;;;0;0;;0;2;0;;;;;;;;2;3;13;16;3;2;1;2;0;4;2;-1;14;11;C. Burdick
25-26;18;Championat de France;Exterieur;;Toulouse;;Starter;O. Diarisso;26;34;0,57;26,57;;;;;;;0;0;;0;0;;;;;;;;;6;1;4;5;0;0;1;0;2;1;1;-7;7;23;O. Diarisso
25-26;18;Championat de France;Exterieur;;Toulouse;;Starter;E. Mahoutou;33;16;0,27;33,27;;;;;;;0;0;;0;0;;;;;;;;;4;4;3;7;0;1;2;0;1;2;0;-2;6;26;E. Mahoutou
25-26;18;Championat de France;Exterieur;;Toulouse;;Banc;M. Williams;32;34;0,57;32,57;;;;;;;0;2;0;;;;;;;;;;;9;1;1;2;1;1;1;2;0;2;4;3;4;25;M. Williams
25-26;18;Championat de France;Exterieur;;Toulouse;;Banc;R. Le Seyec;8;8;0,13;8,13;;;;;;;0;2;0;0;0;;;;;;;;;2;0;2;2;0;0;0;0;0;0;0;1;1;27;R. Le Seyec
25-26;18;Championat de France;Exterieur;;Toulouse;;Banc;V. Majekodunmi;3;7;0,12;3,12;;;;0;0;;;;;0;0;;;;;;;;;3;0;0;0;0;0;0;0;0;1;0;-1;3;30;V. Majekodunmi
25-26;18;Championat de France;Exterieur;;Toulouse;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
25-26;18;Championat de France;Exterieur;;Toulouse;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;3;0;1;0;0;0;0;0;0;0;0;Team / Coach
25-26;18;Championat de France;Exterieur;;Toulouse;;Banc;TOTAUX EQUIPE;;;;;21;68;0,31;18;55;0,33;;;;;;;12;32;12;4;14;16;12;51;11;33;44;12;11;9;4;3;13;13;0;58;0;TOTAUX EQUIPE
25-26;19;Championat de France;Domicile;;Landerneau;Capitaine;Starter;A. Ngo Ndjock(C);36;42;0,7;36,7;;;;;;;;;;0;0;;;;;;;;;5;0;2;2;4;7;1;0;0;4;2;-10;-1;0;A. Ngo Ndjock(C)
25-26;19;Championat de France;Domicile;;Landerneau;;Starter;L. Mendez Camps;34;44;0,73;34,73;;;;;;;;;;0;1;0;;;;;;;;16;0;3;3;2;3;0;0;0;0;2;-13;10;7;L. Mendez Camps
25-26;19;Championat de France;Domicile;;Landerneau;;Starter;C. Burdick;32;36;0,6;32,6;;;;;;;0;0;;0;0;;;;;;;;;4;1;15;16;0;5;1;0;0;4;2;-4;13;11;C. Burdick
25-26;19;Championat de France;Domicile;;Landerneau;;Starter;M. Williams;27;17;0,28;27,28;;;;;;;;;;;;;;;;;;;;13;2;0;2;1;2;1;0;3;3;1;-14;7;25;M. Williams
25-26;19;Championat de France;Domicile;;Landerneau;;Starter;E. Mahoutou;29;53;0,88;29,88;;;;;;;0;0;;0;1;0;;;;;;;;8;1;3;4;2;2;1;0;0;3;1;-7;9;26;E. Mahoutou
25-26;19;Championat de France;Domicile;;Landerneau;;Banc;C. Cherry;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;6;C. Cherry
25-26;19;Championat de France;Domicile;;Landerneau;;Banc;L. Laisney;2;2;0,03;2,03;0;1;0;0;1;0;0;0;;0;0;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1;-2;13;L. Laisney
25-26;19;Championat de France;Domicile;;Landerneau;;Banc;R. Le Seyec;24;45;0,75;24,75;;;;;;;0;0;;;;;;;;;;;;5;2;0;2;1;0;1;0;0;1;2;-4;4;27;R. Le Seyec
25-26;19;Championat de France;Domicile;;Landerneau;;Banc;V. Majekodunmi;10;57;0,95;10,95;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;4;4;0;0;0;0;0;1;1;1;4;30;V. Majekodunmi
25-26;19;Championat de France;Domicile;;Landerneau;;Banc;L. Petiteau;0;5;0,08;0,08;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;66;L. Petiteau
